id,text,label
tr2202,ЭТО ДЛЯ ТЕБЯ ТЫ ЭТОГО ДОСТОИН!!!!!!,positive
tr2203,"Холодно...но мое солнышко всегда рядом, греет меня своей улыбкой и задорным смехом)))",positive
tr2204,Ты знаеш что ты самый крутой бараба нщик?,positive
tr2205,"Я не могу жить и работать, пока в интернете есть страница с моим именем. Счастливо оставаться, безвольные овощи!",negative
tr2206,Какие лучшее?!,neutral
tr2207,Всегда готов!,neutral
tr2208,"Настюша, я тебя обожаю!;) ты самая лучшая, классная, добрая, милая, безумно КРАСИВАЯ!!!:) иногда мы ведем себя как дибилки и ржем без остановки!* я тебя люблю, ты самая лучшая подруга!*",positive
tr2209,"Да что за долбанный год,сначала Костя(друг мы тебя никогда не забудем),затем японцы(держитесь,мы душой и сердцем с вами) а теперь Малафеева (Слава держись).Я вообще в АХУЕ.Если так дальше пойдет то лучше сразу с небоскреба прыгнуть.",negative
tr2210,"вспомнила, как пели с тобой Дилера в машине и вспомнила вот это из того времени",neutral
tr2211,"Колька,статус называется""повзрослел"":))",neutral
tr2212,"Че за хуйня? Какие нахуй товарищи, какое досье?!",negative
tr2213,Не надо множить сущности без должного на то основания.,neutral
tr2214,"Ну почему все так, почему у меня нет друзей))))))",negative
tr2215,я всемогущая я нашлааа)),positive
tr2216,жара... мать ее... и охото дождя .. мать его.,negative
tr2217,"смотрим до конца, в конце ждет мировая песенка=)",neutral
tr2218,а вот инопланетяне выходят на межгалоктический контакт,neutral
tr2219,"""Реал Мадрид"" - ""Манчестер Юнайтед"".""",neutral
tr2220,Воть для тебя нарисовала)),neutral
tr2221,"Вода гасит взрыв динамита, поэтому, если взорвать его на дне водоема, ни один блок не разрушится",neutral
tr2222,Фоткаю еду и выкладываю в вк... Сижу с айфона... Время задуматься... Может еще и в зеркале фоткануться? 😆,neutral
tr2223,Теперь я прощен? ),neutral
tr2224,ну ты и АЛКАШ  =))),negative
tr2225,Было 5 утра @ M bar,neutral
tr2226,ОБСЕ заметила в Макеевке движение БТР без опознавательных знаков,neutral
tr2227,Найди себя :),neutral
tr2228,сАМ тАКоЙ!!!),neutral
tr2229,забыл меня не любишь(((,negative
tr2230,послуш....как тебе?,neutral
tr2231,тебе для поднятия настроения солнышко**))))),positive
tr2232,Саня Боссито мой дорогой...я хочу украсть у тебя статус с аавой!????:*)мур,neutral
tr2233,Дочур я к тебе с вкусняшками зашла!,positive
tr2234,"Закончено! Итого: 7 часов, краски осталось еще на 2 такие картины и Море удовольствия! Давно так не увлекался!",positive
tr2235,зачем топтать мою любовь,negative
tr2236,Отличный рассказ. Получил море удовольствия. :),positive
tr2237,где-то в пределах Нью-Йорка курсирует он :) человек который изменит мою жизнь навсегда ;),positive
tr2238,такой счастливый),positive
tr2239,ололошеньки,positive
tr2240,у меня в понедельник свадьбаааа)))))!!!!!!!!,positive
tr2241,"посмотри первые минут 10, может себя увидиш!=)))))",neutral
tr2242,"Мне одной кажется, что математика это не мое???????🤔🙄😒😩😱💡📚❌❗️❕❗️➕➖➗✖️What????",negative
tr2243,походу не мое быть постоянно двоем!!!!!!!!!,negative
tr2244,"Давай вставай соня!!!!!!
 У нас седня очень важный ответственный день!!!!!!!!!:-D:-*",positive
tr2245,Алтайские журналисты принимают поздравления!,neutral
tr2246,Крутой парень решил сделать себе тату,positive
tr2247,"Моя подборочка песнях для нг настроеньица, от которых бренное тело ритмочно пошатывает :3",positive
tr2248,Зайка ты оченььь красивая .... Солнышко будь всегда такой яркой!,positive
tr2249,Как много сделано шагов - и как мало пройдено дорог...,neutral
tr2250,глянь може понравиться),neutral
tr2251,"Кругом обман,кругом обман.Уйду в туман,уйду в туман...)))",negative
tr2252,1111 говоришь?),neutral
tr2253,Проверка на вшивость,neutral
tr2254,Лучшая рок-группа мира. Я голосую за: The Offspring! А ты за кого?!,positive
tr2255,"С.Федоров Тройка, С.Федоров Бразильская шутка , исп - Грицаенко Арина  домра ,Норильск , 8 кл, препод. Н.Федорова, С.Федоров",neutral
tr2256,Просьба: покидайте мне каких-нибудь мотивирующих песенок.,neutral
tr2257,Малышу нужно имя!,neutral
tr2258,Только одна измена достойна уважения - измена своим принципам ради близкого человека.,positive
tr2259,"Почему люди в контакте любят хвастаться своим счастьем? Ничего особенного, у каждого оно есть.",negative
tr2260,"Задним числом, инет не мог настроить. 26 августа отправился в свой второй дом)",neutral
tr2261,на сон грядущий,neutral
tr2262,Как же хреново болеть:(,negative
tr2263,"1 бой: поражение, 2 бой: досрочная победа, итог: 3 место на чемпионате в Новотроицке в категории юниоров до 70 кг",neutral
tr2264,"Ни Раем, ни Адом
Меня уже не смутить.
В лунном сиянии стою непоколебим.
Ни облачка на душе...",neutral
tr2265,Уже бабочки проснулись! Весна очень близко!,positive
tr2266,"говорят что если девушка пишет первая,то это что-то значит..хм..интересно, а она напишет !?",neutral
tr2267,привлекательно,positive
tr2268,"""Третий раз пытались выйти, безуспешно. Вице-консула так же удерживают, вылили на него воду, обматерили, включая нашу страну, отталкивают, провоцируют. Жена одного из поставщиков накинулась на вице-консула, после чего инсценировала, что он ударил ее, упала, забилась в истереке, все это снимали на телефоны рабочие""
Нужно что-то срочно делать! Полиция бездействует, стоит и наблюдает.",negative
tr2269,Наконец-то сваливаю из Москвы!!!!,positive
tr2270,"фото одного пикапера 
главное сделать лицо, так и говорящее: ""Детка ,я тебя съем""",neutral
tr2271,"ахуенно ,блеать,я попал под дождик...",negative
tr2272,"О том, как женщины меняют мужчин:)",neutral
tr2273,"всем привет,есть такой вопрос)кто подскажет как часто появляется инквизитор?)))",neutral
tr2274,"Поскольку обратного билета у меня нет, а купить его невозможно, стартую в Питер завтра утром на попутной машине. Не удалось растянуть четверо суток на пять дней, но и то, что случилось здесь со мной - уже очень много! Отдохнул великолепно!",positive
tr2275,"Это каким нужно быть мудаком, чтобы врубить в 7 утра Кадышеву и гонять ее на весь подъезд до сих пор???",negative
tr2276,"Просто супер! Ребята, где найти песню, которую поет Данил, 14-лет?",positive
tr2277,сегодня 8 сентября всемирный день поцелуев !!!,positive
tr2278,Выходные??? Не знаю...Не пробывал....,negative
tr2279,Очень про нас.,neutral
tr2280,огонь они)),positive
tr2281,Идет голосование за лучший университет. Я проголосовал за ГУИКТ! Проголосуй за свой универ!,neutral
tr2282,чудесный ремикс.,positive
tr2283,ты для меня:*я для тебя:*,positive
tr2284,пристрели меня,negative
tr2285,Замечательные выходные)))),positive
tr2286,"пап,я люблю тебя очень!!!очень!!",positive
tr2287,Наконец то.,positive
tr2288,спать бигом,neutral
tr2289,Мой сладенький:),positive
tr2290,"отпиздил бабушку
свою",negative
tr2291,Видимо Георгиевская ленточка.,neutral
tr2292,"Привет! Я поклонник телепроекта Холостяк, я не сказал телешоу. Я искренне верю что это правда, выбирайте  Ирину-женственная, красивая, умная и добрая, смелая идеал женский! Олеся тоже достойна все качества у нее тоже есть!Но Ира у тебя шансов больше ты моложе, с тобой страсти больше.",positive
tr2293,Fabriano. Рынок. Продавец шерсти.,neutral
tr2294,Сестра поставила меня в тяжелое положение: мне надо выбрать. Просьба не проходить мимо!,negative
tr2295,вот тебе маленький подарочек от меня*,positive
tr2296,"""Если ваш идеологический противник говорит здравые вещи, нужно его поддержать. Мне не нравится депутат Виталий Милонов, но когда он, консерватор, призывает запретить детские конкурсы красоты, я, прогрессист, с ним согласен.""",neutral
tr2297,"Просто за считанные минуты можно разрушить крепкие отношения,всего лишь из-за пару не правильно подобранных слов......",negative
tr2298,"Когда лень приходящую мелодию записывать нотами с правильным ритмом, если я уверен, что ритм не забуду, пишу ее так. На этом листке - вторая часть припева одной из будущих песен ""Два Д""",neutral
tr2299,"хочу этот концерт на DVD!под него собраться небольшой компанией, выпить, поиграть в монополию))",positive
tr2300,"мы будем скучать, Викуля 😔 😢 😢 😭",negative
tr2301,"уважаемые должники! если до среды с вашей стороны не поступит никаких звонков, сообщений  с прозьбами понять и простить то в четверг я публично начну выкладывать списки имен с фамилиями суммой долга и самое главное сроком сколько времени Вы тарчите бабла! надеюсь до этого не дойдет и выводы сами сделаете без моей помощи причем в дальнейшем ФИЗИЧЕСКОЙ! с уважением Андрей Викторович",neutral
tr2302,"В спецоперации по спасению российских летчиков в Сирии, погиб матрос Позынич Александр Михайлович.
За мужество, отвагу и самоотверженность, проявленные при исполнении воинского долга посмертно награжден орденом Мужества.

Александру было 29 лет, остались жена и двое детей.",neutral
tr2303,шо ты удаляеш?,neutral
tr2304,Зачем нужно высшее образование? / GTD / Хабрахабр,neutral
tr2305,"Когда нет друзей, день рождения отмечают в ночном клубе.
 Фредерик Бегбедер",neutral
tr2306,Танцуем под ... - - Белые розы,neutral
tr2307,хахаха ))),positive
tr2308,"Забрал твои портреты) представляешь, теперь твои работы в Канаде) невероятный каръерный рост)",positive
tr2309,Нургалиев объявил о победе над коррупцией в МВД,neutral
tr2310,Прекрасно!,positive
tr2311,почти нашел,neutral
tr2312,веду себя как тряпка..,negative
tr2313,на прошлой неделе сделал торт)),positive
tr2314,"Не важно сколько силы, главное
сколько храбрости.",neutral
tr2315,В Бишкеке несколько сотен человек штурмуют Дом правительства - Первый канал,neutral
tr2316,Что может быть прекраснее американской заботы?,neutral
tr2317,11 мая давала интервью каналу «РБК». Мои пять минут славы :),positive
tr2318,ПРОГУЛЬЩИЦА))),neutral
tr2319,"*ра сстроенно* по ходу, завтра хиппи, а не бел.лит :(",negative
tr2320,Ахаахаххахахаха,positive
tr2321,Первый раз рисую подобное=)  Замок,neutral
tr2322,"Подруга.
Я не знаю как ты меня терпишь.
Но спасибо тебе.",positive
tr2323,8 марта Женский день,neutral
tr2324,ахах ну как то так:D :**,positive
tr2325,"Улетел на 12 дней , буду 26 октября!!!",neutral
tr2326,Знакомьтесь это Бетси),neutral
tr2327,я когда смотрела у меня слезы наворачивались),neutral
tr2328,"Что-то я совсем перестал любить людей...Возможно это потому, что...",negative
tr2329,Ахах...ну да)),positive
tr2330,Мои крестники=)),neutral
tr2331,Мой мальчик,neutral
tr2332,"""устроили тут хаос понимаешь)"" не быкуй!",negative
tr2333,"Побеждает в этой жизни только тот, кто победил сам себя. Кто победил свой страх, свою лень, и свою неуверенность.",neutral
tr2334,"Практика по трем категориям, катер, моторка, гидроцикл, сдана! Осталось только в ГИМС за правами.",positive
tr2335,СПбГПУ: Олимпиады школьников,neutral
tr2336,не сдержалась),neutral
tr2337,"Этот замечательный голос умирает от рака. 
Помогите ей! Все реквизиты в их группе",negative
tr2338,"Утро бывает добрым? Хм,
наверное, когда просыпаешься
часиков так в 11 и любимая
сонная морда спит на соседней
подушке )",positive
tr2339,Бильярд с отцом. Чувствую себя ебаным нубьем. Непривычно.,negative
tr2340,"чтоб тебе из за 
леса, из-за гор, прилетел в eбло топор",negative
tr2341,Вышла погулять с собакой.... а тут кошка!!!,neutral
tr2342,Слова на твоей странице!,neutral
tr2343,Какой-то... идеальный что ли,positive
tr2344,зайка ти просто супер ....*))),positive
tr2345,Меня забанили на ЗИГА-КОТ за то что я всем расистам и нацикам - хуяцикам глаза на жопу натянул. Это был смешной опыт и я встретил таких вот персонажей...,negative
tr2346,"ебанько,ты че перья свои взъерошил и гребень поднял?",negative
tr2347,люблю вас)****,positive
tr2348,"Мала, удали все мои смс,плиз!!",neutral
tr2349,да от с Аней сидим фильм смотрим)а ты что?),neutral
tr2350,Последние летние денечки!,neutral
tr2351,"Всем кому интересны подробности и новости проекта, приглашаю подписаться на сообщество!) Идея в максимальной автоматизации ухода за домашними растениями с управлением и мониторингом параметров среды через интернет с любого устройства)",neutral
tr2352,"Зачем, тебе я?
Если мало места, если мы не вместе.
Зачем, тебе я?
Если мало места, если тесно,
Зачем, тебе я?...... (с)",negative
tr2353,ты должна это видеть),positive
tr2354,"Мне не нужен идеальный,мне нужен ты вредный,ревнивый но такой любимый:*",positive
tr2355,"Размеры: 41-46
Оплата при получении!",neutral
tr2356,"где лавочки, блять?",negative
tr2357,ахаххха не могу над такими:D,positive
tr2358,"Настоящая подруга, та которую не нужно просить о помощи, она всегда знает когда тебе плохо.",positive
tr2359,"Смотри в центр секунд 30 не моргая, потом куда-нибудь посмотри)))***",neutral
tr2360,[id141461280|С]   тобой круто каждую минуту.,positive
tr2361,"Одна буква, и сразу столько черного юмора Ж-)
З.Ы. Вероятно, слишком тонкого черного юмора Ж-|",neutral
tr2362,ты реально играешь?,neutral
tr2363,Югог-Западные Interzetчики!У вас у всех провайдер тупит в последнее время или нет?,neutral
tr2364,"[id64603281|Алена], это правда",neutral
tr2365,"261 ГРУППА, ВНИМАНИЕ!!! вот требования по практике!
18 июня всем в университет - защита практики!!!",neutral
tr2366,"ну смотри:нам надо обогнать Рому, Удинезе и Лацио.
у удинцев игры с лацио и маланом, где огут потерять очки, кьево скорее всего пройдут.
роме играть с миланом и сампой, где дай Бог набрать им 1 очко, пусть катанию проходят.",neutral
tr2367,Пусть жизнь будет сладкой!!!!,positive
tr2368,"пятничный митинг))) пока снега нет)))
резина уже не держит, но всеравновесело!
фото by hellomishka [ vk.com/hellomishka ]",neutral
tr2369,Ахаха рекомендую посмотреть Санек дал жизни )),positive
tr2370,Порочная любовь,negative
tr2371,Пуловер с каймой (вязание спицами),neutral
tr2372,"КОНКУРС!!! 

Приз: Mini-комплекс/когтеточка в ПОДАРОК!..

Правила простые:
1. Добавиться в Друзья: 
2. Сделать репост данной записи к себе на стену.

Победит Тот, у которого будет наибольшее кол-во репостов (более ста).
P.S. Для быстрого получения Подарка, просьба периодически самим оповещать меня о своем кол-ве репостов.

Желаю Всем Удачи!!! И Шикарного Настроения!)))",neutral
tr2373,не пишите смски на телефон!!все равно не смогу  прочтитать!!,neutral
tr2374,"Затопили! Коммунальные службы, вы наконец дали нам отопление, спасибо!",positive
tr2375,"Вернутся домой, передохнут и снова пойдут убивать",negative
tr2376,А мы катаемся! :) как в детстве классно!,positive
tr2377,"Мы снова постригли шкварку. Я в особом восторге от нашего усатого профиля. В глазах, конечно, печаль-тоска...",positive
tr2378,"/статус/
не удивительно, тварь..",negative
tr2379,"хуй его знает, что делать.",negative
tr2380,"Егорко)) 
мы завтра тебя будем рвать на британский флаг)))
готовься!!!",negative
tr2381,ВЕЛИКОЛЕПНО !,positive
tr2382,"В сухом остатке? 
Пыль... на книжной полке.
Поскольку ее некому стереть.

Закат по цвету так напомнил медь,
что давит на глаза, как пятаки...

Сегодня умирать мне не с руки,
но и просить отсрочку - мало толку.",negative
tr2383,"Денис, я оценила твой характер! Где посмотреть? Здесь -",neutral
tr2384,хочу енотика...,positive
tr2385,"день два. казачий хор спел, фонтан открыли, салют был, даже газманов сплясал. НО! акустика на театральной плоха, салют - не очень, транспорта нет, прокуратура как стояла, так и стоит. что за день города...",negative
tr2386,"сэнкс, песня классная)кстати, а чего ты коммент про золотого теленка и 12 стульев удалил?тебе понравились?",positive
tr2387,"блин как охеренно, уже час сижу за буком а он мне показывает заряд акб еще 6 часов)",positive
tr2388,дап степ идет нахуй,negative
tr2389,"Зарегистрировался в проекте от московских властей. Посмотрим, чего они навояли. Пока пару раз словил Ошибку 500..",neutral
tr2390,"ЛЮДИ! ЕСЛИ ВЫ СЕБЯ ЛЮБИТЕ ХОТЯ БЫ МАЛОСТЬ ПОСМОТРИТЕ!!!!!!
Правда об алкоголе. достаточно первых 10-15 минут, весь смотреть не обязательно!!",neutral
tr2391,Хорошо проведенный вечер в кругу семьи...,positive
tr2392,"Если растают ледники, ничего страшного,  мы готовы)",positive
tr2393,"это правда. простое ""ясно"" в ответ, это словно те6я взяли за волосы и хорошенько приложили лицом о6 стол.",negative
tr2394,"Так что ж там ангелы поют такими злыми голосами?

Удивительное чудо произошло  на горе Афон: случайно удалось записать на аудиомагнитофон пение ангелов.",negative
tr2395,С прессой..),neutral
tr2396,"Год назад, ровно год назад я, и еще очень много счастливчиков в этот день по настоящему поняли вкус свободы, радости. Почувствовали на себе, на своем теле(душа не понимала в чем прикол вообще) гражданскую жизнь😊 У всех по-разному сложилась, или сложится жизнь, но этот день будет объединять нас всех. ""Фаязов, куда ты собрался!!!"", ""ДОМОООООООЙ"". Ураааааа!!!",positive
tr2397,Где купить такой нож? )),neutral
tr2398,Жизнь прекрасна...=)) Надо радоваться не надо напрягаться!!!,positive
tr2399,вот что у меня за привычка.. людям спать не давать ^____^,neutral
tr2400,"Современным девушкам нужен парень с машиной и с большим кошельком. А мы, простые парни, уставшие после тренировки и с мелочью в кармане их не интересуем.",neutral
tr2401,Фишка в том что первый тащит второго на жесткой сцепке вдобавок))))))),neutral
tr2402,"Очевидцы, наблюдавшие полет пассажирского самолета Боинг 777, наблюдали атаку на него штурмовика ВВС Украины",neutral
tr2403,малиновый орбит,neutral
tr2404,"Когда кажется, что все идет против вас, вспомните, что самолет взлетает против ветра, а не по нему.",neutral
tr2405,"Когда плохо: Американка идет к своему психоаналитику. Японка уходит в себя. И только мы с подругами идем друг другу в гости..и..."" И СНОВААА СЕДАААЯ НОООЧЬ!!!,,,))))""",positive
tr2406,"Ну все. Теперь можно регистрироваться на ""Одноклассниках""",neutral
tr2407,С улыбкой на лице сломаем все эти системы.👍💪😂😂,positive
tr2408,ФДОУ!!! Экзамен по ГП переносится на сентябрь)))),neutral
tr2409,"с алгеброй, братюююнь, разобралась?",neutral
tr2410,Тоже ниче так,neutral
tr2411,"У тренера, все должно быть под контролем!)))💪💪💪",neutral
tr2412,"Я - девушка... 👸 нельзя меня Ругать, нельзя мне Bрать!!!
... Мeня надо любить, ❤целовать😘 и нежно-нeжно oбнимать.😋",positive
tr2413,Гриша хочет пожить у тебя!,neutral
tr2414,вертолеты ООН на Востоке Украины,neutral
tr2415,Явление Мавроди народу. Третье пришествие.,neutral
tr2416,На ВДНХ новый аттракцион),positive
tr2417,эх..люблю мандаринки=)),positive
tr2418,"Еще один год пролетел безвозвратно,
Его проводили мы вместе с тобой.
Мне рядом с тобою легко и приятно,
В глазах твоих вижу простор голубой.

Наташка, Наташка, я словно мальчишка,
В тебя, дорогая, влюблен.
Наташка, Наташка, такая интрижка-
Твоей красотою пленен.

И сколько бы не было прожито весен,
Тебя все равно я люблю.
Для нас наступила прекрасная осень.
Я каждый ее миг ловлю.

Наташка, Наташка, я словно мальчишка,
В тебя, дорогая, влюблен.
Наташка, Наташка, такая интрижка-
Твоей красотою пленен.",positive
tr2419,эта тоже шикарная...,positive
tr2420,"▲Выблюй романтику,детка ©▲ Блин, вот смотрю на него и думаю: какие же все-таки у нас детишки классные будут",positive
tr2421,Ты ахуенная и не слушай никого!!*,positive
tr2422,Концерт. Солдат 2012 2,neutral
tr2423,"Проголосуйте за моего ученика ""Kuleshov ""

Заранее спаибо!",neutral
tr2424,"Блин, я так и не купил себе ободок :))) Девочки, подскажите где вы их находите?)))",neutral
tr2425,"А по-моему, девушки никак не могут определится.

Сладкая ложь: - Ты худая (Думает что вы врете)
Горькая правда: - Ты жырная корова (А вот за это можно и преждевременный апокалипсис получить(хотя сама же просила горькую правду!!!)",neutral
tr2426,Журавлев с Саньком),neutral
tr2427,"Как пахнет марихуана? С первого этажа запах такой доносится, на керосин похоже, это оно самое? Голова аж болит",negative
tr2428,берлин зовет !!!! самый лучший фильм!,positive
tr2429,Долгожданный диплом!!)),positive
tr2430,для сьемок журналов харькова и киева приглашаються дети 1-10лет кастинг,neutral
tr2431,"Британия планирует разместить в Восточной Европе несколько сотен военнослужащих для сдерживания российской агрессии. 
Интересно как они сдерживать будут?",neutral
tr2432,"Норвегия, мечта моя😍 Когда уже наступит мое время приключений?",positive
tr2433,Тамбов пока до зимы! :-),neutral
tr2434,"Простите, но я просто не могу не рассказать это друзьям)",neutral
tr2435,"Те не кажеться что статус бред когда разабьешся что дальше, как добиваться будешь разбитым",negative
tr2436,ностальгия),positive
tr2437,Спокойная хорошая песенка))) Обожаю ее))),positive
tr2438,Пес и скрытая камера. Пока никто не видит!,neutral
tr2439,дааааааааааааааааааа=))),positive
tr2440,"Я за тебя готова все отдать,
 Все то,что было есть и то,что будет,
 Я лишь тебя готова вечно ждать
 И пусть меня за это все осудят.
 Я за тобой готова побежать
 На край земли,а может быть и дальше,
 Я лишь тебе стихи могу писать,
 А в них слова,что даже меда слаще.
 Я для тебя готова изменить:
 Прическу,стиль,мечты,свои желания,
 Я лишь тебе смогу всегда простить
 И боль,что причиняешь,и страдания.
 Я за тебя готова все отдать
 Все то,что было,есть,и то,что будет.
 Ты просто знай,что вечность может ждать
 Лишь сердце той,которая так любит...",positive
tr2441,"хреновое состояние, когда безумно хочется написать кому то, а сомневаешься нужно это делать или нет...",negative
tr2442,"Виктория, анализ твоего аватара показал следующие результаты! -",neutral
tr2443,весь мир говорит про это видео!,neutral
tr2444,что-то смутно знакомое..х),neutral
tr2445,"Однажды мне приснился сон, в нем я был персонажем книги...",neutral
tr2446,"Намик только что ответил на вопрос о тебе. Узнай, что он сказал!",neutral
tr2447,"РЕБЯТА, МНЕ 15 хд",neutral
tr2448,Слушаем и ставим коментарии))),neutral
tr2449,Фаенза вообще крутяк такой!,positive
tr2450,Мне надоело !,negative
tr2451,Самый приятный спор - кто кого больше любит...,positive
tr2452,"Вот так, друзья мои...
Называется - ищем 10 отличий!
Между фото 4 года разницы)))",neutral
tr2453,"- the Milky Way! Ошеломляюще красиво и реалистично! Можно найти тысячи звезд, галактик, планет, туманностей... рассчитать расстояния... 

Захватывает дух!",positive
tr2454,Какую поставить на авку?,neutral
tr2455,"Фууу, опять надоевшая ссаная Германия проходит. Поражений во всех следующих матчах!",negative
tr2456,"Когда кто-нибудь говорит «десять лет назад», вы все еще думаете о 90-х.",neutral
tr2457,Студенточки✏⏰📖📚,neutral
tr2458,ну не дебилы ли?,negative
tr2459,"говно-сеть x5retail group (владелица брендов Перекресток, Пятерочка, Карусель и т.п.) прибегла к темной стороне силы - бессмысленному и беспощадному русскому маркетингу. Сегодня я совершенно случайно обнаружил себя в группах, посвященных этим магазинам. Меня в любители Пятерочки записали без моего ведома и транслируют спам в ленту новостей друзей. Я чуть зуботычкой не поперхнулся.",negative
tr2460,"Если реагировать на все, что о тебе говорят, то всю жизнь будешь метаться между пьедесталом и виселицей.",neutral
tr2461,...Новенькое...,neutral
tr2462,Красота по-абхазски,positive
tr2463,наконец работа))),positive
tr2464,Это была жопа.......,negative
tr2465,"Иногда смотрю в зеркало и думаю ,что это не я , но когда вспоминаю тот объем работы ,который за плечами ...",neutral
tr2466,"Я - сложный человек. Со мною очень трудно.
Вчера была строга, сегодня - безрассудна.
Я каюсь и смеюсь почти одновременно,
С любимыми - раба, с влюбленными - надменна.

Я верю только тем, кто знает, кто есть я,
А значит, никому, по правде говоря...
Умею быть смешной, загадочной и злой,
Желанному - чужой, ненужному - родной.

И сколько бы страниц ни тратилось на стих,
Он будет недалек, он будет только штрих.
Я - странный человек. Со мною очень сложно:
И трудно, и легко, и просто невозможно....",negative
tr2467,а тебя люблю,positive
tr2468,Создай фото с друзьями в приложении Камеди Лаб,neutral
tr2469,Кто-то думает то-что я не настоящий Д.Броди.Хотя это не-так,neutral
tr2470,Как я скучала😭,negative
tr2471,где Харьков сморите?,neutral
tr2472,каму нравиться оставляем кометарий,neutral
tr2473,"Государственная дума РФ.: Запретить  въезд в РОССИЮ, лицам, которые 
оскорбляют, в высказываниях, РОССИЮ. Запретить лицам, которые 
позволяют себе оскорблять Россию,
 обогащаться за счет России.",neutral
tr2474,Витася мой ты где?,neutral
tr2475,"Если бы вы смогли стать самому себе другом, хотели ли бы вы себе такого друга?",neutral
tr2476,"ай, пока Антоха спит и не шлет музяку, лови еще.",neutral
tr2477,с окончанием сеессии!,positive
tr2478,Как я провел лето,neutral
tr2479,"Нет ничего ПРИЯТНЕЕ теплой ладошки ребенка в твоей руке,ВОСХИТИТЕЛЬНЕЕ его сонных глазок по утру,ЗАРАЗИТЕЛЬНЕЕ смеха,НЕЖНЕЕ поцелуя,ДОРОЖЕ ожерелья из его ручек вокруг шеи...И ничего нет искреннее чем слова маленького человечка:""Я ЛЮБЛЮ ТЕБЯ МАМОЧКА!!!""",positive
tr2480,"[id55670693|Александр], у кого эт ""у нас""?",neutral
tr2481,Красиво!!!,positive
tr2482,"Заняли 3-е место на сgс!)) Завтра утром основной тур). Принимаем пожелания удачи в асе, контакте и смс))) contester.sgu.ru/?id=5",positive
tr2483,"Чуркина я бы, пожалуй придушил лично. Медленно, глядя в глаза и расспрашивая про предложения рашкостана по поводу моей страны, пожеланий к моей конституции и мнения о том, когда и как я должен выбирать президента... Такого гнилостного п...са редко можно найти на Земле. Врать можно по всякому, но так, как он - это что-то!",negative
tr2484,что я нашла! мой первый сюжет на бст))... прошло-то всего четыре года оказывается...,neutral
tr2485,"АК-1878 
«- Если ты хочешь служить у меня, - сказал он вошедшему камердинеру, - то ты помни свое дело. Чтоб этого не было. Ты должен убрать».
Фраза выдает русского вельможу, для которого русский язык не то, чтобы не родной, а - полуродной какой-то… Как считаете?",neutral
tr2486,Легкомысленная девушка как воробей постоянно прыгает с палки на палку),neutral
tr2487,Четки купи блеать!,negative
tr2488,Неверотяно! ты аву поменял =))) Привет чудо света!,positive
tr2489,Ура я стал Папочкой !!!,positive
tr2490,Безразличие может скрывать самые сильные чувства.,neutral
tr2491,Возьму на 32!!,neutral
tr2492,Аха-ха-хаха,positive
tr2493,вроде да)вроде даже хорошо)),positive
tr2494,Школа №5 в Йошкар-Оле,neutral
tr2495,"Вот так вот и провел свой день))
Как же приятно было работать с самыми лучшими девушками bashstudents) вместе сняли три ролика, четвертый - финальный на подходе)) @ МИТХТ им. М.В.Ломоносова (Университет)",positive
tr2496,"Зеленоглазые люди - это сама нежность. Любят они всегда искренне, горячо и отличаются верностью тем, кого выбрали.",positive
tr2497,Ворона ты сегодня мне приснился)))))хехе,positive
tr2498,Пришла зима и за пару дней в...ла всю голову)),negative
tr2499,"Порция врывного Харда, не для детей!",neutral
tr2500,"Филипп , пожалуйста открой чат , не будь лузером",neutral
tr2501,Вот так тебе))),neutral
tr2502,Рождение - это Великое Чудо,positive
tr2503,"Вот, сидим тут, ревем помаленьку.)",negative
tr2504,красава братан,positive
tr2505,Супермен спасет! Я знаю.,neutral
tr2506,"настолько уморительно, что я даже не поленился вырезать",positive
tr2507,"СРОЧНО у кого есть сын,дочь,сестра,брат возрастом 7-10 лет,бабушка 60-80 лет,пишите,для съемок в клипе,подробности в лс!",neutral
tr2508,"понимаете, почему я ходила 2 раза на ЧП?) чудесная жопа. полцарства за нее)",positive
tr2509,обаятельно,positive
tr2510,10 июня в москве на максидроме и 14-го в питере ^^,neutral
tr2511,в автокатастрофе погиб вокалист GOTTHARD Стив Ли ему было 47..,negative
tr2512,Я могу набрать 56 слов в минуту. Вы можете больше?,neutral
tr2513,"Люди обожают критиковать других, тыкать пальцем на падение сильного человека, его ошибки, копаться в грязи, осуждать ближнего. Но слава всегда достается тому, кто находится на арене, чье лицо вымазано пылью, потом и кровью, кто познал великий энтузиазм и преданность своему делу и тратит свои силы на достойную цель, кого в лучшем случае ждет триумф, в худшем случае он бесстрашно принимает поражение; так что его место никогда не будет рядом с теми холодными, робкими душами, не познавшими ни побед ни поражений…Теодор Рузвельт",neutral
