id,system,status,attempts,errors_attempt_1,errors_attempt_2,json_ok,schema_ok,all_ok,prompt_tokens,completion_tokens,seconds,evidence_not_in_text,items_without_evidence,items_not_in_text,n_items,drug_tp,drug_fp,drug_fn,drug_fp_items,drug_fn_items,indication_tp,indication_fp,indication_fn,indication_fp_items,indication_fn_items,positive_effect_tp,positive_effect_fp,positive_effect_fn,positive_effect_fp_items,positive_effect_fn_items,adverse_reaction_tp,adverse_reaction_fp,adverse_reaction_fn,adverse_reaction_fp_items,adverse_reaction_fn_items,drug,indication,positive_effect,adverse_reaction,evidence,gold_drug,gold_indication,gold_positive_effect,gold_adverse_reaction,text
2492997,final,valid,1,,,True,True,True,1369,82,4.8,0,2,0,4,1,0,0,,,1,0,2,,боль в горле | воспаление,1,1,0,воспаление тоже,,0,0,0,,,Альтабор,простуда,боль в горле проходит полностью | воспаление тоже,,действует медленно | только постепенное лечение | боль в горле проходит полностью и воспаление тоже,Альтабор,простудой | простуде | боль в горле | воспаление,боль в горле проходит полностью и воспаление тоже,,"Болею я довольно часто, и приходится как-то бороться с простудой.
А так как свекровь - фармацевт, то у меня дома вседа лучшие препараты для лечения в самые болезненные периоды.
""Альтабор"" я стала использовать при простуде постоянно и вот мои наблюдения: - действует медленно, то есть, тем людям, которые ходят на работу и требуют быстрого обесболивающего эффекта, такой препарат не подойдет; - говоря об обесболивании - в этом плане препарат не работает практически никак - только постепенное лечение; - состав, безусловно, порадовал - на травах и только скрепляющие компоненты, что крайне подходит для лечения; Общее лечение длится до 5 дней - за это время боль в горле проходит полностью и воспаление тоже.
Время использования: пару лет"
618967,version_1,invalid,1,"фрагмента evidence ""Состав Виферона: Интерферон альфа 2b - 125 тыс. МЕ, таурин 5мг"" нет в тексте отзыва дословно",,True,True,False,415,154,7.05,1,6,0,6,2,0,2,,Интерферон альфа 2b | таурин,1,0,0,,,0,2,0,Удобство применения (меньший размер свечей) | Считается безопасным средством,,0,1,0,Сложность введения больших свечей в попку младенца,,Виферон | Генферон лайт,ОРВИ у грудничков,Удобство применения (меньший размер свечей) | Считается безопасным средством,Сложность введения больших свечей в попку младенца,"Состав Виферона: Интерферон альфа 2b - 125 тыс. МЕ, таурин 5мг",виферон | Генферон лайт | Интерферон альфа 2b | таурин,орви,,,"Когда мой ребенок в грудничковом возрасте первый раз заболел орви, участковый педиатр выписала нам свечи виферон, они давольно дорогие и эффект от них сомнительный.
Но больше всего мне не понравился их размер.
У меня никак не получалось вставить такую большую свечку в крошечную попку младенца.
Это был кошмар и мучение.
Когда ребенок немного подрос, мы уже вызывали частного педиатра.
Она нам выписала Генферон лайт.
Я обнаружила, что эти свечи гораздо меньше по размеру и ребенку вставлять очень просто, он даже почти не замечает.
Я подумала, где же вы были раньше?)
Конечно, эффективность ""феронов"" до сих пор не доказана и ставит под сомнение их эффект.
Но пока врач нам их выписывает, мы надеемся, что они помогают.
Покрейней мере свечи считаются безопасными и ими можно лечить орви у грудничков.
Состав: Интерферон альфа 2b - 125 тыс.
МЕ, таурин 5мг А виферон мы ставим себе взрослым."
618967,version_2_no_retry,rejected,1,"фрагмента evidence ""вставлять такую большую свечку в крошечную попку младенца было кошмаром и мучением"" нет в тексте отзыва дословно; фрагмента evidence ""считается безопасными и ими можно лечить ОРВИ у грудничков"" нет в тексте отзыва дословно",,True,True,False,1459,154,7.99,0,0,0,0,0,0,4,,виферон | Генферон лайт | Интерферон альфа 2b | таурин,0,0,1,,орви,0,0,0,,,0,0,0,,,,,,,,виферон | Генферон лайт | Интерферон альфа 2b | таурин,орви,,,"Когда мой ребенок в грудничковом возрасте первый раз заболел орви, участковый педиатр выписала нам свечи виферон, они давольно дорогие и эффект от них сомнительный.
Но больше всего мне не понравился их размер.
У меня никак не получалось вставить такую большую свечку в крошечную попку младенца.
Это был кошмар и мучение.
Когда ребенок немного подрос, мы уже вызывали частного педиатра.
Она нам выписала Генферон лайт.
Я обнаружила, что эти свечи гораздо меньше по размеру и ребенку вставлять очень просто, он даже почти не замечает.
Я подумала, где же вы были раньше?)
Конечно, эффективность ""феронов"" до сих пор не доказана и ставит под сомнение их эффект.
Но пока врач нам их выписывает, мы надеемся, что они помогают.
Покрейней мере свечи считаются безопасными и ими можно лечить орви у грудничков.
Состав: Интерферон альфа 2b - 125 тыс.
МЕ, таурин 5мг А виферон мы ставим себе взрослым."
618967,final,fixed_by_retry,2,"фрагмента evidence ""вставлять такую большую свечку в крошечную попку младенца было кошмаром и мучением"" нет в тексте отзыва дословно; фрагмента evidence ""считается безопасными и ими можно лечить ОРВИ у грудничков"" нет в тексте отзыва дословно",,True,True,False,3243,303,15.34,0,3,0,5,2,0,2,,Интерферон альфа 2b | таурин,1,0,0,,,0,1,0,ребенку вставлять легко,,0,1,0,размер свечей Виферон большие для крохотной попки,,Виферон | Генферон лайт,ОРВИ,ребенку вставлять легко,размер свечей Виферон большие для крохотной попки,"У меня никак не получалось вставить такую большую свечку в крошечную попку младенца.
Это был кошмар и мучение. | Я обнаружила, что эти свечи гораздо меньше по размеру и ребенку вставлять очень просто, он даже почти не замечает.",виферон | Генферон лайт | Интерферон альфа 2b | таурин,орви,,,"Когда мой ребенок в грудничковом возрасте первый раз заболел орви, участковый педиатр выписала нам свечи виферон, они давольно дорогие и эффект от них сомнительный.
Но больше всего мне не понравился их размер.
У меня никак не получалось вставить такую большую свечку в крошечную попку младенца.
Это был кошмар и мучение.
Когда ребенок немного подрос, мы уже вызывали частного педиатра.
Она нам выписала Генферон лайт.
Я обнаружила, что эти свечи гораздо меньше по размеру и ребенку вставлять очень просто, он даже почти не замечает.
Я подумала, где же вы были раньше?)
Конечно, эффективность ""феронов"" до сих пор не доказана и ставит под сомнение их эффект.
Но пока врач нам их выписывает, мы надеемся, что они помогают.
Покрейней мере свечи считаются безопасными и ими можно лечить орви у грудничков.
Состав: Интерферон альфа 2b - 125 тыс.
МЕ, таурин 5мг А виферон мы ставим себе взрослым."
950351,version_1,valid,1,,,True,True,True,349,142,6.34,0,1,0,5,1,0,0,,,2,0,0,,,2,0,0,,,0,0,0,,,Гриппостад,простуда | грипп,болезнь проходит легче и быстрее | выздоравливаю,,"В состав порошка входит ""убойная"" доза витамина С, который является главным в борьбе с простудой и гриппом | Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю",Гриппостад,простуде | простуды | гриппа | простудой | гриппом,болезнь проходит легче и быстрее | после трех дней я выздоравливаю,,"Всем доброго времени суток!
Хотел бы поделиться с вами мнение о порошке при простуде Stada ""Гриппостад"".
У меня такой порошок есть всегда в домашней аптечке и при первых же симптомах простуды или гриппа, я сразу выпиваю этот порошок.
Тем самым болезнь проходит легче и быстрее, главное не проморгать тот момент первых симптом заболевания.
В состав порошка входит ""убойная"" доза витамина С, который является главным в борьбе с простудой и гриппом.
Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю, поэтому лично мне он помогает.
Стоит он недорого, а так как я студент, то для меня это значительный плюс.
Так что рекомендую всем!
Не болейте!
Время использования: 3 дня"
950351,version_2_no_retry,valid,1,,,True,True,True,1393,201,9.75,0,0,0,4,1,0,0,,,2,0,0,,,1,0,1,,после трех дней я выздоравливаю,0,0,0,,,Гриппостад,простуда | грипп,болезнь проходит легче и быстрее,,"У меня такой порошок есть всегда в домашней аптечке и при первых же симптомах простуды или гриппа, я сразу выпиваю этот порошок. | Тем самым болезнь проходит легче и быстрее, главное не проморгать тот момент первых симптом заболевания. | Стоит он недорого, а так как я студент, то для меня это значительный плюс. | Лично мне он помогает. | Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю",Гриппостад,простуде | простуды | гриппа | простудой | гриппом,болезнь проходит легче и быстрее | после трех дней я выздоравливаю,,"Всем доброго времени суток!
Хотел бы поделиться с вами мнение о порошке при простуде Stada ""Гриппостад"".
У меня такой порошок есть всегда в домашней аптечке и при первых же симптомах простуды или гриппа, я сразу выпиваю этот порошок.
Тем самым болезнь проходит легче и быстрее, главное не проморгать тот момент первых симптом заболевания.
В состав порошка входит ""убойная"" доза витамина С, который является главным в борьбе с простудой и гриппом.
Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю, поэтому лично мне он помогает.
Стоит он недорого, а так как я студент, то для меня это значительный плюс.
Так что рекомендую всем!
Не болейте!
Время использования: 3 дня"
950351,final,valid,1,,,True,True,True,1393,201,9.75,0,0,0,4,1,0,0,,,2,0,0,,,1,0,1,,после трех дней я выздоравливаю,0,0,0,,,Гриппостад,простуда | грипп,болезнь проходит легче и быстрее,,"У меня такой порошок есть всегда в домашней аптечке и при первых же симптомах простуды или гриппа, я сразу выпиваю этот порошок. | Тем самым болезнь проходит легче и быстрее, главное не проморгать тот момент первых симптом заболевания. | Стоит он недорого, а так как я студент, то для меня это значительный плюс. | лично мне он помогает. | Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю",Гриппостад,простуде | простуды | гриппа | простудой | гриппом,болезнь проходит легче и быстрее | после трех дней я выздоравливаю,,"Всем доброго времени суток!
Хотел бы поделиться с вами мнение о порошке при простуде Stada ""Гриппостад"".
У меня такой порошок есть всегда в домашней аптечке и при первых же симптомах простуды или гриппа, я сразу выпиваю этот порошок.
Тем самым болезнь проходит легче и быстрее, главное не проморгать тот момент первых симптом заболевания.
В состав порошка входит ""убойная"" доза витамина С, который является главным в борьбе с простудой и гриппом.
Пью его 2-3 раза в день, после еды, и уже буквально после трех дней я выздоравливаю, поэтому лично мне он помогает.
Стоит он недорого, а так как я студент, то для меня это значительный плюс.
Так что рекомендую всем!
Не болейте!
Время использования: 3 дня"
255563,version_1,invalid,1,"фрагмента evidence ""Ликопид, один из немногих иммуностимулирующих средств, который действует несмотря на вирус Герпеса"" нет в тексте отзыва дословно",,True,True,False,411,119,5.7,1,3,0,3,1,0,4,,интерферон | ануферон | афлубин | арбидол,1,0,0,,,1,0,0,,,0,0,0,,,Ликопид,"частые болезни у детей, наличие вируса Герпеса",дети не болели всю осень и зиму,,"Перечитала много медицинской литературы | Ликопид, один из немногих иммуностимулирующих средств, который действует несмотря на вирус Герпеса",интерферон | ануферон | афлубин | арбидол | Ликопид | Ликопида,вирус Герпеса,мой ребенок не болел всю осень и зиму,,"Я мама двоих деток.
Старший ребенок часто болел, ходил в детский сад неделю, максимум две, затем на больничный.
Это был замкнутый круг.
Перепробовали очень много иммуномодуляторов: интерферон, ануферон, афлубин, арбидол, различные настойки.
И поверте, этот список далеко не полный.
Пришло время идти в первый класс и я начала переживать, что мы не сможем учиться так как будем постоянно болеть.
Перечитала много медицинской литературы и выяснилось, что если у человека в крови есть вирус Герпеса (а он у нас есть), то большинство иммуномодуляторов просто бессильны.
Так же я узнала, что ""Ликопид"", один из немногих иммуностимулирующих средств, который действует несмотря на вирус Герпеса.
Так вот, я продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму.
Советую попробовать всем родителям, чьи детки часто болеют.
Время использования: 10 дней"
255563,version_2_no_retry,valid,1,,,True,True,True,1455,82,5.14,0,1,0,3,1,0,4,,интерферон | ануферон | афлубин | арбидол,0,1,1,частые болезни у детей,вирус Герпеса,1,0,0,,,0,0,0,,,Ликопид,частые болезни у детей,не болел всю осень и зиму,,"продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму",интерферон | ануферон | афлубин | арбидол | Ликопид | Ликопида,вирус Герпеса,мой ребенок не болел всю осень и зиму,,"Я мама двоих деток.
Старший ребенок часто болел, ходил в детский сад неделю, максимум две, затем на больничный.
Это был замкнутый круг.
Перепробовали очень много иммуномодуляторов: интерферон, ануферон, афлубин, арбидол, различные настойки.
И поверте, этот список далеко не полный.
Пришло время идти в первый класс и я начала переживать, что мы не сможем учиться так как будем постоянно болеть.
Перечитала много медицинской литературы и выяснилось, что если у человека в крови есть вирус Герпеса (а он у нас есть), то большинство иммуномодуляторов просто бессильны.
Так же я узнала, что ""Ликопид"", один из немногих иммуностимулирующих средств, который действует несмотря на вирус Герпеса.
Так вот, я продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму.
Советую попробовать всем родителям, чьи детки часто болеют.
Время использования: 10 дней"
255563,final,valid,1,,,True,True,True,1455,82,5.14,0,1,0,3,1,0,4,,интерферон | ануферон | афлубин | арбидол,0,1,1,частые болезни у детей,вирус Герпеса,1,0,0,,,0,0,0,,,Ликопид,частые болезни у детей,не болел всю осень и зиму,,"продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму",интерферон | ануферон | афлубин | арбидол | Ликопид | Ликопида,вирус Герпеса,мой ребенок не болел всю осень и зиму,,"Я мама двоих деток.
Старший ребенок часто болел, ходил в детский сад неделю, максимум две, затем на больничный.
Это был замкнутый круг.
Перепробовали очень много иммуномодуляторов: интерферон, ануферон, афлубин, арбидол, различные настойки.
И поверте, этот список далеко не полный.
Пришло время идти в первый класс и я начала переживать, что мы не сможем учиться так как будем постоянно болеть.
Перечитала много медицинской литературы и выяснилось, что если у человека в крови есть вирус Герпеса (а он у нас есть), то большинство иммуномодуляторов просто бессильны.
Так же я узнала, что ""Ликопид"", один из немногих иммуностимулирующих средств, который действует несмотря на вирус Герпеса.
Так вот, я продавала 2 курса ""Ликопида"" в июле месяце и мой ребенок не болел всю осень и зиму.
Советую попробовать всем родителям, чьи детки часто болеют.
Время использования: 10 дней"
2719942,version_1,invalid,1,"фрагмента evidence ""отменила антибиотик, то точно удостоверилась в этом"" нет в тексте отзыва дословно",,True,True,False,320,109,4.97,1,4,0,5,2,0,0,,,1,0,1,,улучшения пищеварения,0,0,0,,,1,1,1,удар по пищеварению,аллергия,бактрим | линекс,орви,,понос | удар по пищеварению,"через пару часов у ребенка был понос | отменила антибиотик, то точно удостоверилась в этом | дочка вообще у меня не переносит, как оказалось антибиотики",бактрим | Линекс,орви | улучшения пищеварения,,понос | аллергия,"Всем здравствуйте!
В первый раз, когда ребенок заболел обычным орви, нам сразу же врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"", обычно должны сразу же выписать к нему Линекс, для улучшения пищеварения, но никто нам ничего не прописал, и сразу же через пару часов у ребенка был понос, все летело напрямую, памперсы не успевала менять, изначально не поняла, что это аллергия на антибиотик, но как отменила, то точно удостоверилась в этом, больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка, дочка вообще у меня не переносит, как оказалось антибиотики, сразу наносится удар ей по пищеварению"
2719942,version_2_no_retry,valid,1,,,True,True,True,1364,120,6.15,0,2,0,4,1,0,1,,Линекс,1,0,1,,улучшения пищеварения,0,0,0,,,1,1,1,удар по пищеварению,аллергия,Бактрим,ОРВИ,,понос | удар по пищеварению,"врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"" | у ребенка был понос, все летело напрямую | больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка",бактрим | Линекс,орви | улучшения пищеварения,,понос | аллергия,"Всем здравствуйте!
В первый раз, когда ребенок заболел обычным орви, нам сразу же врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"", обычно должны сразу же выписать к нему Линекс, для улучшения пищеварения, но никто нам ничего не прописал, и сразу же через пару часов у ребенка был понос, все летело напрямую, памперсы не успевала менять, изначально не поняла, что это аллергия на антибиотик, но как отменила, то точно удостоверилась в этом, больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка, дочка вообще у меня не переносит, как оказалось антибиотики, сразу наносится удар ей по пищеварению"
2719942,final,valid,1,,,True,True,True,1364,120,6.15,0,2,0,4,1,0,1,,Линекс,1,0,1,,улучшения пищеварения,0,0,0,,,1,1,1,удар по пищеварению,аллергия,Бактрим,ОРВИ,,понос | удар по пищеварению,"врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"" | у ребенка был понос, все летело напрямую | больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка",бактрим | Линекс,орви | улучшения пищеварения,,понос | аллергия,"Всем здравствуйте!
В первый раз, когда ребенок заболел обычным орви, нам сразу же врач навыписывал целый ряд лекарств, в том числе и антибиотик ""бактрим"", обычно должны сразу же выписать к нему Линекс, для улучшения пищеварения, но никто нам ничего не прописал, и сразу же через пару часов у ребенка был понос, все летело напрямую, памперсы не успевала менять, изначально не поняла, что это аллергия на антибиотик, но как отменила, то точно удостоверилась в этом, больше ни в коем случае его давать не буду, это одно мучение и для меня и для ребенка, дочка вообще у меня не переносит, как оказалось антибиотики, сразу наносится удар ей по пищеварению"
806166,version_1,valid,1,,,True,True,True,395,125,5.92,0,3,0,3,1,0,0,,,2,0,0,,,0,0,0,,,0,0,0,,,Амиксин,грипп | ОРВИ,,,"Фармацевт в аптеке расхваливала как могла | В инструкции по применению написано первые два дня пить по одной таблетке в сутки после еды, после по одной таблетке каждые 48 часов, всего за курс надо выпить шесть таблеток.",Амиксин,гриппа | ОРВИ,,,"Противовирусное средство Амиксин использовалось мной как препарат против гриппа и ОРВИ.
Заболела достаточно сильно, а выздороветь хотелось как можно быстрее.
Вот и решилась на покупку этого недешевого препарата.
Фармацевт в аптеке расхваливала как могла, ну оно и понятно.
В инструкции по применению написано первые два дня пить по одной таблетке в сутки после еды, после по одной таблетке каждые 48 часов, всего за курс надо выпить шесть таблеток.
После принятия первой таблетки, мне показалось что какой то эффект есть, (наверное, сработало самовнушение), проснувшись на второй день поняла что мне стало еще хуже и болезнь продолжает набирать обороты.
То же самое было и на следующий день и через день.
Поняла что эффект от таблеток ноль и принимать дальше их не стала, перешла на привычное средство, которое еще ни разу меня не подводило, а стоит в пять раз дешевле."
806166,version_2_no_retry,rejected,1,"фрагмента evidence ""эффекта от таблеток ноль"" нет в тексте отзыва дословно",,True,True,False,1439,65,4.48,0,0,0,0,0,0,1,,Амиксин,0,0,2,,гриппа | ОРВИ,0,0,0,,,0,0,0,,,,,,,,Амиксин,гриппа | ОРВИ,,,"Противовирусное средство Амиксин использовалось мной как препарат против гриппа и ОРВИ.
Заболела достаточно сильно, а выздороветь хотелось как можно быстрее.
Вот и решилась на покупку этого недешевого препарата.
Фармацевт в аптеке расхваливала как могла, ну оно и понятно.
В инструкции по применению написано первые два дня пить по одной таблетке в сутки после еды, после по одной таблетке каждые 48 часов, всего за курс надо выпить шесть таблеток.
После принятия первой таблетки, мне показалось что какой то эффект есть, (наверное, сработало самовнушение), проснувшись на второй день поняла что мне стало еще хуже и болезнь продолжает набирать обороты.
То же самое было и на следующий день и через день.
Поняла что эффект от таблеток ноль и принимать дальше их не стала, перешла на привычное средство, которое еще ни разу меня не подводило, а стоит в пять раз дешевле."
806166,final,rejected,2,"фрагмента evidence ""эффекта от таблеток ноль"" нет в тексте отзыва дословно","фрагмента evidence ""Поняла что эффекта от таблеток ноль"" нет в тексте отзыва дословно",True,True,False,3053,144,8.56,0,0,0,0,0,0,1,,Амиксин,0,0,2,,гриппа | ОРВИ,0,0,0,,,0,0,0,,,,,,,,Амиксин,гриппа | ОРВИ,,,"Противовирусное средство Амиксин использовалось мной как препарат против гриппа и ОРВИ.
Заболела достаточно сильно, а выздороветь хотелось как можно быстрее.
Вот и решилась на покупку этого недешевого препарата.
Фармацевт в аптеке расхваливала как могла, ну оно и понятно.
В инструкции по применению написано первые два дня пить по одной таблетке в сутки после еды, после по одной таблетке каждые 48 часов, всего за курс надо выпить шесть таблеток.
После принятия первой таблетки, мне показалось что какой то эффект есть, (наверное, сработало самовнушение), проснувшись на второй день поняла что мне стало еще хуже и болезнь продолжает набирать обороты.
То же самое было и на следующий день и через день.
Поняла что эффект от таблеток ноль и принимать дальше их не стала, перешла на привычное средство, которое еще ни разу меня не подводило, а стоит в пять раз дешевле."
2538754,version_1,invalid,1,"фрагмента evidence ""Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относиться спокойней."" нет в тексте отзыва дословно",,True,True,False,250,124,5.3,1,3,0,3,1,0,0,,,1,0,3,,ночам не спала | раздрожительность | плаксивость,1,0,1,,стала ко всему относится спокойней,0,0,1,,спокойней,Афобазол,"нервные расстройства, плаксивость, раздражительность","пропала раздрожительность, плаксивость, стала ко всему относиться спокойнее",,"Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относиться спокойней.",Афобазол,нервы шалили | ночам не спала | раздрожительность | плаксивость,"пропала раздрожительность, плаксивость | стала ко всему относится спокойней",спокойней,"Был сложный период в жизни, нервы шалили не на шутку, по ночам не спала .
Идти больницу времени на это не было.
Посоветовала знакомая попить Афобазол, только не как разовое средство, а курсом.
Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относится спокойней.
На месяц мне хватило 2х упаковок, пусть он и дороже многих успокоительных средств, но эффект от него есть."
2538754,version_2_no_retry,rejected,1,"фрагмента evidence ""пропала раздрожительность, плаксивость, стала ко всему относиться спокойней"" нет в тексте отзыва дословно",,True,True,False,1294,116,5.92,0,0,0,0,0,0,1,,Афобазол,0,0,4,,нервы шалили | ночам не спала | раздрожительность | плаксивость,0,0,2,,"пропала раздрожительность, плаксивость | стала ко всему относится спокойней",0,0,1,,спокойней,,,,,,Афобазол,нервы шалили | ночам не спала | раздрожительность | плаксивость,"пропала раздрожительность, плаксивость | стала ко всему относится спокойней",спокойней,"Был сложный период в жизни, нервы шалили не на шутку, по ночам не спала .
Идти больницу времени на это не было.
Посоветовала знакомая попить Афобазол, только не как разовое средство, а курсом.
Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относится спокойней.
На месяц мне хватило 2х упаковок, пусть он и дороже многих успокоительных средств, но эффект от него есть."
2538754,final,rejected,2,"фрагмента evidence ""пропала раздрожительность, плаксивость, стала ко всему относиться спокойней"" нет в тексте отзыва дословно","фрагмента evidence ""Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относиться спокойней"" нет в тексте отзыва дословно",True,True,False,2830,218,11.01,0,0,0,0,0,0,1,,Афобазол,0,0,4,,нервы шалили | ночам не спала | раздрожительность | плаксивость,0,0,2,,"пропала раздрожительность, плаксивость | стала ко всему относится спокойней",0,0,1,,спокойней,,,,,,Афобазол,нервы шалили | ночам не спала | раздрожительность | плаксивость,"пропала раздрожительность, плаксивость | стала ко всему относится спокойней",спокойней,"Был сложный период в жизни, нервы шалили не на шутку, по ночам не спала .
Идти больницу времени на это не было.
Посоветовала знакомая попить Афобазол, только не как разовое средство, а курсом.
Эффект от таблеток появился уже через неделю, пропала раздрожительность, плаксивость, стала ко всему относится спокойней.
На месяц мне хватило 2х упаковок, пусть он и дороже многих успокоительных средств, но эффект от него есть."
2679540,version_1,valid,1,,,True,True,True,356,241,10.24,0,1,0,4,1,0,0,,,0,0,0,,,0,0,0,,,3,0,3,,неистовым криком | не успокоить | плакал даже во сне,АКДС,,,"повысилась температура | ребенок орал 5 суток, неистовым криком | ребенок не узнавал лица","Первую прививку АКДС (отечественную), сделали ребенку в 4 мес. | Сразу после прививки у ребенка глаза собрались в кучу... Через 3 часа поднялась температура, но это были цветочки... Темп. мы сбили... | Ребенок орал 5 суток, неистовым криком, его было не успокоить, он плакал даже во сне... | Вторую прививку мы сделали только через 3 месяца, и она была импортной. После импортной, сложилось ощущение, будто мы не делали прививку вообще, реакции ""0"".",АКДС,,,температура | орал | неистовым криком | не успокоить | плакал даже во сне | не узнавал лица,"Первую прививку АКДС (отечественную), сделали ребенку в 4 мес.
Сразу после прививки у ребенка глаза собрались в кучу... Через 3 часа поднялась температура, но это были цветочки... Темп.
мы сбили... Самое ужасное, то что ребенок орал 5 суток, неистовым криком, его было не успокоить, он плакал даже во сне... Мы плакали с ним вдвоем... Это было оч.
страшно.
Ребенок не узнавал лица.
Вторую прививку мы сделали только через 3 месяца, и она была импортной.
После импортной, сложилось ощущение, будто мы не делали прививку вообще, реакции ""0"".
Не ставьте опыты над детьми, я оч.
сильно жалею что решилась когда-то на отечеств.
прививку.
Многим она подходит... но риск слишком велик."
2679540,version_2_no_retry,valid,1,,,True,True,True,1400,126,6.69,0,1,0,5,1,0,0,,,0,0,0,,,0,0,0,,,3,1,3,глаза собрались в кучу,неистовым криком | не успокоить | плакал даже во сне,АКДС,,,глаза собрались в кучу | поднялась температура | ребенок орал 5 суток | ребенок не узнавал лица,у ребенка глаза собрались в кучу | через 3 часа поднялась температура | ребенок орал 5 суток | ребенок не узнавал лица,АКДС,,,температура | орал | неистовым криком | не успокоить | плакал даже во сне | не узнавал лица,"Первую прививку АКДС (отечественную), сделали ребенку в 4 мес.
Сразу после прививки у ребенка глаза собрались в кучу... Через 3 часа поднялась температура, но это были цветочки... Темп.
мы сбили... Самое ужасное, то что ребенок орал 5 суток, неистовым криком, его было не успокоить, он плакал даже во сне... Мы плакали с ним вдвоем... Это было оч.
страшно.
Ребенок не узнавал лица.
Вторую прививку мы сделали только через 3 месяца, и она была импортной.
После импортной, сложилось ощущение, будто мы не делали прививку вообще, реакции ""0"".
Не ставьте опыты над детьми, я оч.
сильно жалею что решилась когда-то на отечеств.
прививку.
Многим она подходит... но риск слишком велик."
